Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Source Port,Destination Port,Label
8111,69,68,19096,8561,56145,445,Infiltration
2638,1,17,1359,430,11989,835,BENIGN
8983,15,13,1474,1323,19429,503,BENIGN
659,3,20,567,2454,5134,263,BENIGN
2078810,2003,9,99,0,30014,80,DDoS
72686,45,40,3224,14151,53658,445,Infiltration
93,2,0,0,0,15457,20683,PortScan
8964,4,16,178,4198,9480,793,BENIGN
2598,16,10,1438,1095,7212,97,BENIGN
5393,3,2,1404,3383,60310,447,BENIGN
1753,8,20,329,4864,53205,1016,BENIGN
9729,16,5,1241,784,47635,725,BENIGN
4679,2,11,1130,1778,28363,213,BENIGN
2235,2,14,500,3253,19153,424,BENIGN
9848,11,15,153,4497,37703,501,BENIGN
8556,15,10,191,4203,14336,314,BENIGN
12,2,0,0,0,34917,35603,PortScan
8944,15,16,1226,4396,29387,32,BENIGN
4783,8,7,1464,4532,55863,977,BENIGN
5204,18,17,429,957,61649,555,BENIGN
1865869,2526,9,65,0,24244,80,DDoS
824,20,18,170,3210,17615,855,BENIGN
58,2,0,0,0,44097,8205,PortScan
1384,12,20,606,1916,59461,236,BENIGN
6332,4,19,885,4920,13776,585,BENIGN
566857,4524,5,74,0,19653,80,DDoS
5145,20,20,961,2855,16708,1021,BENIGN
3128,9,12,685,3732,58456,16,BENIGN
6491,18,20,770,3937,61112,841,BENIGN
5015,20,17,1451,1028,61517,246,BENIGN
35,2,0,0,0,27396,41785,PortScan
2351,13,1,569,702,24417,321,BENIGN
6492,12,18,497,2166,34021,1009,BENIGN
5752,9,19,1120,1806,38136,220,BENIGN
22836,31,19,205,985,14602,8080,Bot
1261,4,14,1374,669,29197,925,BENIGN
4869,4,13,1183,2375,42562,86,BENIGN
2094,16,10,961,167,57866,717,BENIGN
79,2,0,0,0,18706,46067,PortScan
6066,19,2,789,3235,53678,640,BENIGN
9427,11,8,906,3399,18436,694,BENIGN
329,17,7,770,234,38840,701,BENIGN
2440,11,6,1006,4763,58077,428,BENIGN
6607,7,7,1364,4239,49579,367,BENIGN
3336,3,2,1480,164,64935,974,BENIGN
7188,11,1,591,990,40357,576,BENIGN
3535,7,2,236,4679,33350,482,BENIGN
8040,5,2,770,4415,10035,207,BENIGN
794,13,13,1262,410,55246,680,BENIGN
2788,9,2,81,3482,43590,932,BENIGN
9168,3,11,1236,2125,3584,853,BENIGN
6084,2,4,1021,4821,27315,44,BENIGN
5794,8,4,647,233,38778,489,BENIGN
1538,5,17,1184,3049,53969,35,BENIGN
16064,9,29,357,858,17919,8080,Bot
20,2,0,0,0,17494,45639,PortScan
9994,4,14,87,4649,40594,502,BENIGN
5290,11,4,558,3875,64083,518,BENIGN
9778,12,6,683,3800,15898,547,BENIGN
5171,6,10,543,1045,17821,167,BENIGN
4602,14,2,635,3286,29903,845,BENIGN
863,4,15,1405,3291,47050,925,BENIGN
7396,10,16,1454,4816,31118,530,BENIGN
1187,3,19,495,67,37049,664,BENIGN
45090,21,8,672,146,2160,8080,Bot
4968,6,19,456,4545,35294,396,BENIGN
4126336,1434,3,64,0,6418,80,DDoS
8142,14,1,1038,2564,44715,567,BENIGN
62197,58,74,32562,43070,38568,445,Infiltration
2908,9,9,493,138,64603,580,BENIGN
1738,10,13,165,1436,26824,591,BENIGN
7358,12,5,200,1080,45411,303,BENIGN
3402,7,12,887,4070,42321,533,BENIGN
1550,8,2,1167,691,17315,524,BENIGN
5319,4,14,801,4867,23788,460,BENIGN
67035,93,80,43527,21131,32006,445,Infiltration
3361,13,3,665,313,29196,916,BENIGN
2050,4,6,147,780,50597,78,BENIGN
8194,14,14,216,1752,21865,100,BENIGN
7196,16,7,136,2829,36903,535,BENIGN
3777,5,6,727,821,13665,876,BENIGN
9236,12,13,1436,1674,45935,575,BENIGN
5309,4,6,974,2017,20984,618,BENIGN
38573,22,78,35559,10739,5346,445,Infiltration
4743,16,3,656,2759,45785,741,BENIGN
1328,2,18,1201,1743,47849,133,BENIGN
4177,15,17,197,4741,21818,778,BENIGN
2237,5,10,1439,509,56983,324,BENIGN
4695,23,12,452,777,25038,8080,Bot
2527,16,10,1127,4773,5829,304,BENIGN
64,2,0,0,0,5209,53297,PortScan
2554693,3899,10,81,0,35282,80,DDoS
7992,12,16,1022,2571,59926,460,BENIGN
3322,19,7,565,4008,34551,323,BENIGN
33966,21,78,26913,17692,33745,445,Infiltration
3979,5,17,495,4109,45127,97,BENIGN
1888,3,2,977,4733,57283,8,BENIGN
3712,6,8,1477,2592,49675,569,BENIGN
839,12,1,133,3409,34583,427,BENIGN
55,2,0,0,0,63977,52461,PortScan
32138,36,26,404,471,11125,8080,Bot
9747,17,3,519,4528,2769,863,BENIGN
24547,21,31,573,245,40859,8080,Bot
25,2,0,0,0,31460,50233,PortScan
2373,14,4,1364,3250,40708,112,BENIGN
4491,13,1,1468,4695,41100,263,BENIGN
4511,9,3,580,3519,26723,249,BENIGN
12,2,0,0,0,48792,63071,PortScan
60673,48,76,35877,5221,45854,445,Infiltration
7192,3,10,481,3091,47656,468,BENIGN
3724,2,17,1337,270,7243,825,BENIGN
46441,19,34,867,432,21787,8080,Bot
14878,47,32,941,290,38784,8080,Bot
7458,16,19,1437,517,24855,514,BENIGN
3068,13,19,1194,499,20212,898,BENIGN
3659,6,20,574,1481,1507,821,BENIGN
6260,19,1,1410,69,52894,171,BENIGN
70,2,0,0,0,44663,14606,PortScan
85,2,0,0,0,16698,7115,PortScan
3643,10,7,654,1040,37074,728,BENIGN
4630,12,14,526,1441,8783,42,BENIGN
4949,20,14,202,1259,2875,234,BENIGN
5096,17,15,1120,3729,28691,7,BENIGN
267757,2355,9,87,0,17802,80,DDoS
2139,2,18,904,1481,46827,647,BENIGN
5966,10,9,1295,4135,42264,466,BENIGN
9345,12,13,76,4423,33600,95,BENIGN
11,2,0,0,0,40540,13075,PortScan
86,2,0,0,0,34380,52810,PortScan
32,2,0,0,0,24623,24141,PortScan
4869,14,8,251,2888,60521,445,BENIGN
7688,8,10,926,2011,26873,199,BENIGN
5952,7,16,895,2909,42250,809,BENIGN
7216,2,5,1306,132,42368,336,BENIGN
2881474,4333,5,94,0,58654,80,DDoS
829,3,17,261,1576,46822,150,BENIGN
7706,9,2,1226,882,39321,1016,BENIGN
1843,1,16,1259,3769,20006,348,BENIGN
8889,8,18,1398,511,25544,944,BENIGN
303950,4671,5,89,0,14308,80,DDoS
1304,5,4,1193,4301,39248,660,BENIGN
9318,17,4,776,2669,15977,157,BENIGN
4158,1,13,734,509,39941,850,BENIGN
1446,13,20,444,3024,55087,675,BENIGN
8195,1,18,935,2484,37992,823,BENIGN
58283,36,46,360,885,21598,8080,Bot
4267,10,7,1058,4068,37034,688,BENIGN
5635,20,15,163,143,57610,906,BENIGN
75,2,0,0,0,55351,42107,PortScan
4239,15,19,1084,2480,46203,455,BENIGN
4174598,2442,6,66,0,25388,80,DDoS
72870,23,44,24089,20976,5678,445,Infiltration
71,2,0,0,0,27747,30611,PortScan
6887,17,3,455,3349,48461,327,BENIGN
49246,6,27,778,452,23685,8080,Bot
2364,10,6,888,2499,52158,536,BENIGN
45,2,0,0,0,50430,22996,PortScan
7954,16,4,942,3536,22437,810,BENIGN
3565,9,18,179,1617,38383,235,BENIGN
269577,2059,3,70,0,7136,80,DDoS
5386,9,9,790,2860,12201,550,BENIGN
7901,10,4,687,2733,26363,444,BENIGN
2460,11,4,422,958,53309,1018,BENIGN
6551,5,14,891,1086,3026,601,BENIGN
3275,5,3,214,1739,49138,174,BENIGN
45966,17,12,517,930,38411,8080,Bot
5526,3,1,1483,1212,56861,507,BENIGN
1496,20,15,119,3369,27875,829,BENIGN
4642853,4878,8,93,0,5854,80,DDoS
42475,21,35,49932,48966,5918,445,Infiltration
9291,12,18,802,3519,10544,563,BENIGN
7729,1,13,1422,301,20912,659,BENIGN
4335,16,2,465,236,34300,476,BENIGN
3033308,4338,0,74,0,10012,80,DDoS
95,2,0,0,0,33984,19944,PortScan
6774,19,10,453,4520,18265,153,BENIGN
9627,8,14,154,4662,3814,424,BENIGN
14060,21,43,471,507,5274,8080,Bot
6796,7,12,100,1481,44435,588,BENIGN
75339,17,91,30853,1316,49864,445,Infiltration
988511,2520,0,79,0,10904,80,DDoS
8590,3,4,1259,3588,40163,238,BENIGN
75008,21,61,48305,8198,6183,445,Infiltration
6645,12,20,1386,3582,42592,310,BENIGN
3497,2,9,336,2857,23996,565,BENIGN
5098,20,12,1253,2545,44241,207,BENIGN
27189,45,6,327,280,20936,8080,Bot
56657,9,47,987,346,7411,8080,Bot
100,2,0,0,0,28245,16450,PortScan
2725,8,14,877,1635,9071,769,BENIGN
7852,3,2,740,213,40189,128,BENIGN
1962348,2509,3,82,0,59096,80,DDoS
936,8,11,1486,2038,50446,989,BENIGN
29,2,0,0,0,38146,11945,PortScan
4984,12,3,198,4336,64555,962,BENIGN
3157,1,6,970,4093,12548,629,BENIGN
3831,18,9,1005,1850,6940,123,BENIGN
3851455,4654,6,88,0,64997,80,DDoS
695,3,9,653,3659,40251,22,BENIGN
3599,8,3,254,4016,25137,169,BENIGN
3012,4,16,946,2473,6449,437,BENIGN
3303,20,14,771,2810,47108,5,BENIGN
1049,19,19,375,1224,38642,80,BENIGN
9946,16,2,1164,4720,59648,685,BENIGN
2166,1,2,337,2156,23632,632,BENIGN
1701,8,8,1454,3010,22249,89,BENIGN
341,7,9,255,988,20982,993,BENIGN
8344,15,8,1235,1197,28808,969,BENIGN
9305,6,14,907,217,17868,521,BENIGN
992,3,3,1037,1612,40976,585,BENIGN
24,2,0,0,0,27934,35107,PortScan
4935898,1925,4,99,0,55492,80,DDoS
26549,27,21,222,744,44996,8080,Bot
22819,44,21,706,816,22791,8080,Bot
4815,11,1,598,1776,59583,592,BENIGN
31,2,0,0,0,48240,5014,PortScan
2162,1,1,560,137,40287,562,BENIGN
2214447,2015,10,67,0,31650,80,DDoS
4097,2,13,547,4368,21743,694,BENIGN
4594,6,9,808,4981,15621,741,BENIGN
62997,22,87,36058,24571,47816,445,Infiltration
2332873,3356,4,73,0,48140,80,DDoS
8531,9,4,277,2907,28635,470,BENIGN
8357,14,3,133,4999,53898,954,BENIGN
306,14,14,619,1450,60556,562,BENIGN
99,2,0,0,0,29454,18268,PortScan
4369,20,9,1404,328,30396,282,BENIGN
2580,5,9,169,3876,4805,982,BENIGN
8406,9,9,421,2916,45821,947,BENIGN
4877676,4128,6,71,0,49095,80,DDoS
10659,46,54,8368,33721,31036,445,Infiltration
785,11,11,288,2982,31018,352,BENIGN
3715,10,16,248,1123,25003,477,BENIGN
50486,91,86,19404,30389,33198,445,Infiltration
924,6,2,1223,3580,16504,264,BENIGN
9275,6,15,532,2450,9519,213,BENIGN
7266,7,7,343,4990,13321,756,BENIGN
2634,11,17,1407,1490,33467,536,BENIGN
582266,1226,10,86,0,5703,80,DDoS
4932189,3381,9,73,0,7839,80,DDoS
3631,8,2,957,3844,34740,564,BENIGN
5713,15,18,208,1406,10027,145,BENIGN
2900,17,9,356,522,49635,284,BENIGN
98,2,0,0,0,54657,54885,PortScan
5347,17,7,993,590,38358,802,BENIGN
93,2,0,0,0,6577,48873,PortScan
715502,1228,10,64,0,43369,80,DDoS
1670,19,13,1324,2876,23771,295,BENIGN
368622,1212,0,80,0,51282,80,DDoS
4165,9,18,878,2646,21869,880,BENIGN
9820,13,1,415,1721,16105,239,BENIGN
7597,16,19,1283,898,45843,546,BENIGN
5929,9,7,1487,321,17695,209,BENIGN
2997,3,9,1216,4912,36060,248,BENIGN
5123,8,1,1146,1501,14667,49,BENIGN
76488,52,45,27804,30275,8597,445,Infiltration
7954,1,2,414,3016,62100,421,BENIGN
450,5,19,310,1396,36220,256,BENIGN
6548,2,10,1144,4237,42536,291,BENIGN
97,2,0,0,0,17632,39622,PortScan
1735,20,13,1272,938,46142,845,BENIGN
82,2,0,0,0,29194,53255,PortScan
2275015,2897,0,66,0,58921,80,DDoS
8242,9,15,594,260,40683,667,BENIGN
8335,20,2,1123,4566,45570,585,BENIGN
8614,4,14,1189,474,20175,607,BENIGN
5862,1,8,923,941,18445,558,BENIGN
23,2,0,0,0,52632,62222,PortScan
7407,11,5,771,4367,62656,77,BENIGN
2593,9,17,575,4022,41487,82,BENIGN
78,2,0,0,0,31161,36727,PortScan
9598,18,8,648,3528,22919,286,BENIGN
172,12,5,884,3952,8896,100,BENIGN
8797,10,5,649,972,33289,895,BENIGN
5233,15,5,656,2706,12473,283,BENIGN
3152,5,1,1447,86,39502,980,BENIGN
3040,14,16,1372,4823,16459,442,BENIGN
3243,2,4,983,327,45466,365,BENIGN
3959764,1885,2,85,0,39025,80,DDoS
3296,4,13,751,469,29776,395,BENIGN
7713,11,13,578,3047,34188,697,BENIGN
2174,6,9,1358,1441,36161,953,BENIGN
2093,2,18,1063,3186,30525,104,BENIGN
3501,4,4,65,4749,35691,976,BENIGN
2086,12,17,1046,1858,32038,736,BENIGN
41570,22,34,987,613,33685,8080,Bot
66,2,0,0,0,44631,51153,PortScan
6348,1,14,280,2360,38527,407,BENIGN
902,19,17,407,1302,46640,370,BENIGN
6344,16,2,1371,2230,24860,727,BENIGN
3393391,2047,1,71,0,45032,80,DDoS
7149,8,3,1390,1810,47607,670,BENIGN
1333,3,17,390,441,16324,744,BENIGN
1131726,3689,0,78,0,31125,80,DDoS
7189,2,1,582,1448,54354,22,BENIGN
9621,4,7,1450,3736,54285,183,BENIGN
6377,12,6,870,3408,17650,215,BENIGN
1842,12,3,1252,2445,53435,276,BENIGN
9078,14,10,200,4886,5615,224,BENIGN
50,2,0,0,0,62131,42361,PortScan
4519,1,20,1024,1816,35991,759,BENIGN
3569,9,6,1309,224,55155,94,BENIGN
9348,7,9,711,1444,43646,624,BENIGN
6342,9,1,539,511,37620,678,BENIGN
6009,19,8,977,4145,21346,263,BENIGN
8449,15,12,131,2200,18318,505,BENIGN
5612,1,1,1336,3514,10828,411,BENIGN
5997,13,12,720,424,8429,906,BENIGN
7644,12,7,515,881,54475,936,BENIGN
5421,7,14,401,180,35355,763,BENIGN
5520,17,8,545,313,37918,45,BENIGN
5835,18,19,73,4207,34155,205,BENIGN
6250,11,11,211,1006,46397,934,BENIGN
1039,20,3,805,3211,35118,407,BENIGN
3552,17,2,969,2896,18320,972,BENIGN
3326,9,13,665,4838,31670,506,BENIGN
62,2,0,0,0,10644,43805,PortScan
2545,1,13,110,3957,59477,675,BENIGN
4282,12,19,967,162,63046,663,BENIGN
2886,9,13,528,4089,22054,943,BENIGN
2654,18,7,1181,1316,53103,789,BENIGN
2589,8,13,225,211,20076,683,BENIGN
5295,11,14,907,1567,24278,714,BENIGN
1838424,4098,6,70,0,6681,80,DDoS
4938293,1145,9,98,0,18902,80,DDoS
3061,6,11,1173,4782,41404,241,BENIGN
8174,1,15,1369,1044,32826,301,BENIGN
3374,18,3,73,1610,61655,69,BENIGN
3329,9,4,1429,1426,18193,906,BENIGN
1212463,3874,1,99,0,21094,80,DDoS
87,2,0,0,0,26353,57176,PortScan
4623,19,3,1181,2936,40177,378,BENIGN
2627,1,4,1445,3167,55411,630,BENIGN
9432,17,13,522,2002,8342,189,BENIGN
7582,19,14,489,1186,53442,572,BENIGN
8728,10,1,1478,1702,5909,58,BENIGN
3965,4,13,270,2595,38093,681,BENIGN
7585,5,16,401,423,29348,811,BENIGN
4133,2,13,281,2839,19431,695,BENIGN
4876,8,10,731,3120,33042,5,BENIGN
50764,29,6,842,595,21738,8080,Bot
8718,2,17,610,3040,23187,574,BENIGN
12286,42,47,634,216,3098,8080,Bot
78,2,0,0,0,27117,6377,PortScan
7069,4,12,384,2850,52699,581,BENIGN
8470,10,4,794,546,20712,258,BENIGN
9657,38,37,518,504,48711,8080,Bot
1273,10,11,1434,1439,39358,405,BENIGN
4680684,4853,5,83,0,53895,80,DDoS
3831,16,19,1446,3832,62453,448,BENIGN
74,2,0,0,0,30371,60596,PortScan
7371,8,11,720,1864,25509,379,BENIGN
8550,8,4,192,4218,5599,681,BENIGN
1986,20,17,240,3220,63783,835,BENIGN
2578,3,6,815,2569,55305,469,BENIGN
2804,8,1,760,3218,25195,280,BENIGN
5985,14,5,1459,3727,33344,619,BENIGN
3369,20,20,391,1421,53863,21,BENIGN
4612,6,7,675,2760,29834,966,BENIGN
41,2,0,0,0,35773,48135,PortScan
4132,20,11,875,3094,63138,233,BENIGN
53191,23,31,812,120,65224,8080,Bot
87,2,0,0,0,52924,57686,PortScan
5738,4,1,855,710,59341,931,BENIGN
4518897,2716,5,98,0,5280,80,DDoS
739,4,6,1302,3879,30016,462,BENIGN
91,2,0,0,0,5788,17096,PortScan
9236,13,1,930,4436,25795,507,BENIGN
6449,11,20,1460,2312,23034,920,BENIGN
8123,15,4,1481,139,28324,250,BENIGN
37305,45,34,44199,32500,22086,445,Infiltration
51,2,0,0,0,42073,62617,PortScan
5251,12,13,1464,1496,34135,191,BENIGN
7242,20,3,354,794,2851,283,BENIGN
5798,9,20,258,2055,27196,461,BENIGN
2932,11,16,250,320,62409,837,BENIGN
5210,5,1,158,2637,21449,102,BENIGN
84,2,0,0,0,1287,14057,PortScan
27,2,0,0,0,45452,45126,PortScan
592,18,17,69,4978,30721,1015,BENIGN
3268522,2867,10,82,0,5093,80,DDoS
3811,1,8,791,4535,26709,269,BENIGN
4420250,1699,1,81,0,4840,80,DDoS
1913117,1668,1,77,0,12127,80,DDoS
1947,4,2,1400,2342,29881,924,BENIGN
8146,19,11,615,2566,38908,656,BENIGN
1510,3,15,665,3390,60816,30,BENIGN
6732,1,11,183,1292,19427,600,BENIGN
54361,15,36,102,648,5647,8080,Bot
52823,28,24,579,789,57919,8080,Bot
3809,11,18,678,3267,3836,538,BENIGN
4595,11,6,109,3993,63665,264,BENIGN
7458,10,20,484,452,40030,748,BENIGN
4029,11,6,1203,4863,13040,462,BENIGN
6928,6,11,910,629,22459,828,BENIGN
9401,6,19,292,195,49325,368,BENIGN
26681,72,22,45469,8209,8579,445,Infiltration
1216,16,1,732,3296,50807,687,BENIGN
2230,9,12,452,450,46324,187,BENIGN
9266,2,17,1170,2441,4603,805,BENIGN
8004,4,6,772,4786,53297,745,BENIGN
8747,13,14,1251,3521,16297,328,BENIGN
539,20,14,1478,1777,9864,346,BENIGN
5453,2,2,75,4800,61198,891,BENIGN
7239,20,20,1028,2842,37334,40,BENIGN
3512,10,14,752,2372,49903,1,BENIGN
6432,19,15,820,681,11135,177,BENIGN
745,2,12,798,4124,46104,363,BENIGN
4176,4,11,582,2959,1617,373,BENIGN
118824,4808,1,77,0,60456,80,DDoS
1126744,1449,10,89,0,17854,80,DDoS
5662,10,7,743,2825,33996,968,BENIGN
244,12,3,343,2145,20607,262,BENIGN
26888,68,29,35434,24452,11935,445,Infiltration
8200,50,11,218,700,9028,8080,Bot
1318,2,20,514,2010,14461,743,BENIGN
6019,9,3,762,4446,34956,581,BENIGN
8257,19,16,870,4012,57376,542,BENIGN
1456,5,10,1315,4085,46318,605,BENIGN
1351,3,19,902,1573,14269,283,BENIGN
4697,20,14,1391,3413,17028,846,BENIGN
2439,20,5,92,2718,43127,907,BENIGN
7162,6,6,127,4774,35243,340,BENIGN
86,2,0,0,0,27981,25361,PortScan
927,11,11,1131,1260,30193,191,BENIGN
2960,15,3,255,3720,61903,679,BENIGN
3400,20,19,857,1663,43783,986,BENIGN
6703,19,11,800,2741,30597,1005,BENIGN
2571119,2946,1,72,0,40285,80,DDoS
3857,8,3,178,1882,27261,276,BENIGN
8599,14,15,675,4167,63744,811,BENIGN
720,6,18,723,1589,65379,641,BENIGN
4624966,2096,1,84,0,52976,80,DDoS
6277,44,29,33563,28520,35615,445,Infiltration
28513,21,48,46688,11508,15401,445,Infiltration
1734,10,3,581,263,20290,174,BENIGN
357386,2571,5,77,0,38837,80,DDoS
1447,14,19,1417,595,23624,730,BENIGN
28067,24,16,234,750,41842,8080,Bot
1249,17,13,1194,4731,55923,280,BENIGN
5558,7,14,1451,1594,47462,143,BENIGN
59283,9,46,767,791,52844,8080,Bot
1357,10,18,1314,3551,23681,516,BENIGN
6633,8,19,222,4424,8368,475,BENIGN
64,2,0,0,0,34930,20082,PortScan
4455,20,3,1410,1688,18719,819,BENIGN
8419,7,17,1421,998,39836,722,BENIGN
6156,4,7,733,4729,42036,705,BENIGN
4309,16,9,476,1505,9613,461,BENIGN
733,1,11,159,2646,53182,621,BENIGN
1807,8,3,685,548,19204,92,BENIGN
3595156,3644,1,78,0,63284,80,DDoS
8429,15,6,1398,1133,39859,645,BENIGN
3671,20,20,428,2356,18198,516,BENIGN
5950,1,13,796,3560,9553,732,BENIGN
58230,15,46,275,380,55038,8080,Bot
21380,49,43,755,819,28679,8080,Bot
2002,2,3,667,1852,13879,377,BENIGN
9504,13,16,1028,4631,33834,135,BENIGN
4928,10,2,305,2021,50111,32,BENIGN
65331,37,46,43980,43312,5606,445,Infiltration
8621,2,2,521,1250,51398,808,BENIGN
402,7,4,165,1900,64767,745,BENIGN
183,1,7,1435,3249,23507,396,BENIGN
4528,4,15,1285,2800,57455,920,BENIGN
17,2,0,0,0,15292,19657,PortScan
2548,14,8,1031,834,8776,959,BENIGN
2726405,4892,2,95,0,43313,80,DDoS
37,2,0,0,0,15863,22914,PortScan
9343,4,10,496,3432,29960,66,BENIGN
74,2,0,0,0,25517,37130,PortScan
100,2,0,0,0,14278,22022,PortScan
4073,14,7,418,1026,5255,937,BENIGN
9342,18,4,293,4868,58119,577,BENIGN
1435,8,5,1182,4624,16106,238,BENIGN
9897,16,10,1325,2855,54695,695,BENIGN
77368,77,58,1040,49753,48898,445,Infiltration
2155702,2175,5,78,0,1778,80,DDoS
3437,2,2,94,958,49460,284,BENIGN
3030,7,17,1177,4176,65222,677,BENIGN
9389,10,18,1366,87,13981,297,BENIGN
4372,2,19,425,305,27669,11,BENIGN
5346,9,11,1271,1369,2615,886,BENIGN
4353,3,20,228,3329,46729,614,BENIGN
90,2,0,0,0,46212,50652,PortScan
8320,10,73,39765,1181,54158,445,Infiltration
1319084,4948,2,67,0,19574,80,DDoS
7746,3,2,969,4799,34516,715,BENIGN
3822,18,4,243,3258,43989,922,BENIGN
431,5,5,444,2983,5465,155,BENIGN
43697,17,52,4125,9122,41965,445,Infiltration
8424,14,13,1216,1687,46616,606,BENIGN
47,2,0,0,0,51972,13355,PortScan
4739,11,4,1170,923,31982,690,BENIGN
67,2,0,0,0,44173,63820,PortScan
2402,20,20,1063,1117,59144,899,BENIGN
4899,5,19,1216,95,51282,677,BENIGN
21,2,0,0,0,58862,46859,PortScan
7657,5,2,323,598,3754,588,BENIGN
73,2,0,0,0,28167,14887,PortScan
4525,11,1,1171,3033,22848,479,BENIGN
7104,15,10,1354,3984,7273,657,BENIGN
8565,12,3,419,1542,60470,622,BENIGN
2127,19,18,456,600,62743,849,BENIGN
8077,13,20,735,1894,56824,70,BENIGN
3168,1,12,480,4039,5274,675,BENIGN
91,2,0,0,0,7092,50556,PortScan
7738,16,7,922,3516,14682,448,BENIGN
8363,17,15,978,3276,48960,1024,BENIGN
8475,12,6,234,3112,29364,722,BENIGN
6914,40,69,34278,15466,58659,445,Infiltration
5657,8,13,318,940,31043,167,BENIGN
2618,6,4,756,3258,34130,862,BENIGN
9671,3,20,1057,2289,56561,127,BENIGN
66,2,0,0,0,22487,51139,PortScan
6301,5,19,1028,2164,16190,661,BENIGN
1205,18,11,439,3261,46270,673,BENIGN
85289,93,84,21434,18200,1884,445,Infiltration
48863,8,29,839,603,49148,8080,Bot
1296,16,1,343,2548,56392,703,BENIGN
2080,15,18,868,910,52465,804,BENIGN
1330,10,8,258,246,13470,698,BENIGN
11743,44,42,934,737,51669,8080,Bot
994786,2673,4,98,0,15064,80,DDoS
2023,3,4,1426,2236,40555,471,BENIGN
8954,19,7,1437,1054,7431,843,BENIGN
30962,61,17,9995,1905,3294,445,Infiltration
9156,9,6,523,4611,48179,50,BENIGN
7233,6,18,462,4903,61493,803,BENIGN
4511,4,1,790,516,7008,862,BENIGN
2363,8,9,583,491,63214,379,BENIGN
3275,2,5,1064,1390,9382,845,BENIGN
19,2,0,0,0,35669,49149,PortScan
4951,8,2,785,1798,12884,494,BENIGN
7299,11,20,905,3121,26268,800,BENIGN
7644,5,15,699,2420,31531,957,BENIGN
9916,3,9,691,2660,7685,787,BENIGN
3388,16,15,1024,1876,60245,760,BENIGN
4538427,4372,5,68,0,2643,80,DDoS
2403,2,7,639,4815,52197,596,BENIGN
2797,18,7,1399,346,9090,636,BENIGN
349,11,10,238,4336,60137,676,BENIGN
7426,1,2,377,3687,40256,723,BENIGN
3567,11,8,1027,3804,18139,739,BENIGN
1207,11,1,529,1427,49346,443,BENIGN
4786,1,5,1212,247,55360,686,BENIGN
1664,8,17,397,2570,50190,151,BENIGN
3096,11,16,1135,664,14444,45,BENIGN
51201,37,8,245,712,19218,8080,Bot
7164,8,10,612,1678,9974,671,BENIGN
3757098,1802,6,96,0,56107,80,DDoS
1565,43,35,491,927,31791,8080,Bot
9394,17,20,524,2167,30050,188,BENIGN
2851,5,17,896,620,5533,582,BENIGN
32995,29,41,16624,42869,1452,445,Infiltration
76757,66,29,25031,13756,20734,445,Infiltration
9421,10,3,409,689,36925,508,BENIGN
5373,16,1,1438,1642,57139,55,BENIGN
7332,8,7,1152,3290,5820,682,BENIGN
3657,7,17,483,3571,18046,286,BENIGN
7610,5,3,934,894,63090,314,BENIGN
4272,3,14,1392,3341,1797,1015,BENIGN
2882,8,11,1163,3948,63783,301,BENIGN
2429778,2675,8,77,0,65339,80,DDoS
2970,3,11,1278,2135,3117,112,BENIGN
5666,12,8,396,3530,56159,798,BENIGN
3433,10,4,503,3910,31138,981,BENIGN
8295,5,15,93,450,7206,1013,BENIGN
8855,13,13,1499,2850,5823,352,BENIGN
1382,9,6,491,2083,45500,881,BENIGN
2576,7,6,859,3027,5834,214,BENIGN
8535,9,15,672,3661,41504,378,BENIGN
534047,4408,1,97,0,27694,80,DDoS
2070,18,20,550,4743,16837,432,BENIGN
29615,80,15,45768,44399,19367,445,Infiltration
4580218,2456,3,74,0,23068,80,DDoS
9028,6,9,87,2470,51634,35,BENIGN
9775,3,14,649,1803,46577,787,BENIGN
3750,7,8,1453,2314,19547,195,BENIGN
4161,17,18,634,1825,40934,204,BENIGN
1512,12,15,636,188,44892,970,BENIGN
14205,94,39,26257,37896,5148,445,Infiltration
942,13,9,467,1714,64973,582,BENIGN
8259,5,2,446,3618,40594,154,BENIGN
20285,12,26,334,581,9597,8080,Bot
10,2,0,0,0,13562,64685,PortScan
33455,41,24,283,513,55464,8080,Bot
2078,20,18,905,4314,20220,749,BENIGN
8671,6,20,659,4829,1440,402,BENIGN
2618,11,7,283,501,36920,523,BENIGN
4032,14,7,1432,2926,64084,240,BENIGN
74,2,0,0,0,10688,58925,PortScan
7876,7,16,947,1881,14866,69,BENIGN
26,2,0,0,0,31785,17628,PortScan
34,2,0,0,0,40140,36824,PortScan
52979,50,33,195,686,32648,8080,Bot
5030,10,15,1404,3539,3279,706,BENIGN
3813,16,5,1051,1174,30811,157,BENIGN
9804,4,6,1407,1288,63012,796,BENIGN
38348,38,24,648,367,55662,8080,Bot
6398,5,16,1103,4795,40764,184,BENIGN
9617,13,14,1201,4633,30670,970,BENIGN
6320,13,5,997,291,54246,616,BENIGN
4261,14,3,666,2140,3309,906,BENIGN
7052,6,19,1439,1019,29353,185,BENIGN
238,20,19,115,3337,14215,226,BENIGN
3086,15,17,981,4602,54467,221,BENIGN
1155,9,13,780,3879,8690,426,BENIGN
1543520,4140,2,97,0,2437,80,DDoS
2573672,4488,9,91,0,26826,80,DDoS
6873,15,8,282,193,49954,37,BENIGN
